=== 起動前のウィンドウ一覧 ===
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
起動前のウィンドウ数: 101

=== cmd.exe を起動 ===
起動したcmd.exe PID: -1

=== 起動後のウィンドウ一覧 ===
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
